"","key","scientificName","kingdom","phylum","class","order","family","genus","Source","Thematic_group","ID"
"141",5383936,"Bassia scoparia (L.) A.J.Scott","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Bassia","Mayer et al. (2017)","Plants","HS1118"
"142",3033905,"Berberis darwinii Hook.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); van Riel et al. (2023); Weber et al. (2018)","Plants","HS1150"
"143",4938160,"Berberis gagnepainii C.K.Schneid.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","BE IAS Sec. (2024); van Riel et al. (2023)","Plants","HS1151"
"144",3981543,"Berberis julianae C.K.Schneid.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1154"
"145",3033896,"Berberis thunbergii DC.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017)","Plants","HS1157"
"146",3981814,"Berberis wilsoniae Hemsl.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","BE IAS Sec. (2024)","Plants","HS1159"
"147",5392083,"Bidens connata Muhl. ex Willd.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Cano-Barbacil et al. (2023)","Plants","HS1187"
"148",5392174,"Bidens frondosa L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","BE IAS Sec. (2024); Carboneras et al. (2018); EPPO (2024c); Roy et al. (2023); Steen et al. (2024)","Plants","HS1189"
"149",5391845,"Bidens pilosa L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Carboneras et al. (2018)","Plants","HS1190"
"150",7577557,"Bispira polyomma Giangrande & Faasse, 2012","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","Monaco et al. (2020); Tsiamis et al. (2019)","Marine","HS1202"
"151",1997215,"Blattella germanica (Linnaeus, 1767)","Animalia","Arthropoda","Insecta","Blattodea","Ectobiidae","Blattella","Clarke & McGeoch (2023)","TER Inverts","HS1207"
"152",2718377,"Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Bolboschoenus","CABI (2024)","Plants","HS1234"
"153",2423441,"Bombina orientalis (Boulenger, 1890)","Animalia","Chordata","Amphibia","Anura","Bombinatoridae","Bombina","Monaco et al. (2020); Pili (2017)","Verts","HS1238"
"154",1340542,"Bombus hortorum (Linnaeus, 1761)","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","CABI (2024); Clarke & McGeoch (2023)","TER Inverts","HS1240"
"155",1340513,"Bombus hypnorum (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","CABI (2024); Clarke & McGeoch (2023)","TER Inverts","HS1241"
"156",1340298,"Bombus lucorum (Linnaeus, 1761)","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","CABI (2024); Clarke & McGeoch (2023)","TER Inverts","HS1243"
"157",1340405,"Bombus pascuorum (Scopoli, 1763)","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Clarke & McGeoch (2023)","TER Inverts","HS1244"
"158",1340383,"Bombus ruderatus (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Clarke & McGeoch (2023)","TER Inverts","HS1245"
"159",2926110,"Borago officinalis L.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Borago","Mayer et al. (2017)","Plants","HS1252"
"160",4354941,"Botrylloides violaceus Oka, 1927","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Clarke et al. (2019); Cottier‐Cook et al. (2024); Dobrzycka-Krahel & Medina-Villar (2023); Goldsmit et al. (2021); O’Shaughnessy et al. (2023)","Marine","HS1273"
"161",5200757,"Botryllus schlosseri (Pallas, 1766)","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botryllus","Dawson et al. (2022); Goldsmit et al. (2021)","Marine","HS1274"
"162",3144603,"Brachyscome iberidifolia Benth.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Brachyscome","Mayer et al. (2017)","Plants","HS1304"
"163",5232452,"Branta hutchinsii (Richardson, 1832)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Cano-Barbacil et al. (2023); Lensink et al. (2015); Monaco et al. (2020)","Verts","HS1314"
"164",3042636,"Brassica napus L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Leuven et al. (2016)","Plants","HS1318"
"165",2703723,"Bromus catharticus Vahl","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","Carboneras et al. (2018)","Plants","HS1327"
"166",5875987,"Bruchus loti Paykull, 1800","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Bruchus","CABI (2024)","Inverts","HS1341"
"167",2926045,"Brunnera macrophylla (Adams) I.M.Johnst.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Brunnera","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1346"
"168",6422396,"Bryonia dioica Jacq.","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Bryonia","CABI (2024)","Plants","HS1348"
"169",5959118,"Bubo virginianus (J.F.Gmelin, 1788)","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Monaco et al. (2020)","Verts","HS1353"
"170",3173338,"Buddleja davidii Franch.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Buddleja","Adriaens et al. (2022); BE IAS Sec. (2024); Carboneras et al. (2018); EPPO (2024c); Mayer et al. (2017); Steen et al. (2024)","Plants","HS1359"
"171",9529916,"Bufotes viridis (Laurenti, 1768)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufotes","Pili (2017)","Verts","HS1373"
"172",4984851,"Bugula neritina (Linnaeus, 1758)","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula","Carboneras et al. (2018); Clarke et al. (2019); Dawson et al. (2022); Dobrzycka-Krahel & Medina-Villar (2023)","Marine","HS1375"
"173",7668385,"Bugulina simplex (Hincks, 1886)","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Cottier‐Cook et al. (2024)","Marine","HS1377"
"174",8428595,"Bugulina stolonifera (Ryland, 1960)","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Carboneras et al. (2018); Clarke et al. (2019); Cottier‐Cook et al. (2024)","Marine","HS1378"
"175",3050364,"Bunias orientalis L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Bunias","Lucy et al. (2020)","Plants","HS1383"
"176",1973414,"Bupalus piniaria (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus","Clarke & McGeoch (2023)","TER Inverts","HS1384"
"177",2480542,"Buteo jamaicensis (Gmelin, 1788)","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Monaco et al. (2020)","Verts","HS1390"
"178",8094357,"Cacoecimorpha pronubana (Hübner, 1796-1799)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cacoecimorpha","EPPO (2024a); Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS1404"
"179",4484176,"Cacopsylla fulguralis (Kuwayama, 1908)","Animalia","Arthropoda","Insecta","Hemiptera","Psyllidae","Cacopsylla","Clarke & McGeoch (2023); EPPO (2024b)","TER Inverts","HS1405"
"180",1932752,"Cacyreus marshalli Butler, 1897","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cacyreus","EPPO (2024a); Mulema et al. (2022); Peyton et al. (2019)","TER Inverts","HS1408"
"181",1873890,"Cadra cautella (Walker, 1863)","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cadra","Clarke & McGeoch (2023)","TER Inverts","HS1409"
"182",1873903,"Cadra figulilella (Gregson, 1871)","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cadra","Clarke & McGeoch (2023)","TER Inverts","HS1410"
"183",6476679,"Caenoplana variegata (Fletcher & Hamilton, 1888)","Animalia","Platyhelminthes",NA,"Tricladida","Geoplanidae","Caenoplana","Thunnissen et al. (2022b)","TER Inverts","HS1416"
"184",7309012,"Callicarpa bodinieri H.Lév.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Callicarpa","Mayer et al. (2017)","Plants","HS1444"
"185",5228080,"Callipepla californica (Shaw, 1798)","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Carboneras et al. (2018)","Verts","HS1455"
"186",1502577,"Calliphora vicina Robineau-Desvoidy, 1830","Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Calliphora","Clarke & McGeoch (2023)","TER Inverts","HS1456"
"187",1502691,"Calliphora vomitoria (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Calliphora","Clarke & McGeoch (2023)","TER Inverts","HS1457"
"188",3092946,"Callistephus chinensis (L.) Nees","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Callistephus","Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS1463"
"189",6097854,"Callistus lunatus (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Callistus","CABI (2024)","Inverts","HS1464"
"190",2498384,"Callonetta leucophrys (Vieillot, 1816)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Callonetta","Carboneras et al. (2018)","Verts","HS1472"
"191",5108665,"Callopistria floridensis Guenée, 1852","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","EPPO (2024b)","Inverts","HS1473"
"192",2437397,"Callosciurus prevostii (Desmarest, 1822)","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Callosciurus","Bertolino et al. (2020); Monaco et al. (2020)","Verts","HS1487"
"193",1796463,"Calophasia lunula Hufnagel, 1766","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Calophasia","Lieurance et al. (2023)","TER Inverts","HS1495"
"194",2769069,"Camassia leichtlinii (Baker) S.Watson","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Mayer et al. (2017)","Plants","HS1516"
"195",1749449,"Cameraria ohridella Deschka & Dimić, 1986","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Cameraria","Carboneras et al. (2018); EPPO (2024b); Lucy et al. (2020)","TER Inverts","HS1528"
"196",5410826,"Campanula carpatica Jacq.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1529"
"197",5411392,"Campanula lactiflora M.Bieb.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","BE IAS Sec. (2024)","Plants","HS1531"
"198",5411408,"Campanula latifolia L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","BE IAS Sec. (2024)","Plants","HS1532"
"199",5410411,"Campanula portenschlagiana Schult.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS1534"
"200",5410151,"Campanula poscharskyana Degen","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Mayer et al. (2017)","Plants","HS1535"
"201",5410661,"Campanula pyramidalis L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","BE IAS Sec. (2024)","Plants","HS1536"
"202",1313740,"Camponotus vagus (Scopoli, 1763)","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Wong et al. (2023)","TER Inverts","HS1561"
"203",4094511,"Campsis grandiflora (Thunb.) K.Schum.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Campsis","BE IAS Sec. (2024)","Plants","HS1564"
"204",3172549,"Campsis radicans (L.) Bureau","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Campsis","Adriaens et al. (2022); Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS1565"
"205",5281901,"Campylopus introflexus (Hedw.) Brid.","Plantae","Bryophyta","Bryopsida","Dicranales","Leucobryaceae","Campylopus","Adriaens et al. (2022); Carboneras et al. (2018); D'hondt & Adriaens (2022); Kendig et al. (2022); Lensink et al. (2015); Lieurance et al. (2023)","Plants","HS1567"
"206",5281948,"Campylopus pyriformis (Schultz) Brid.","Plantae","Bryophyta","Bryopsida","Dicranales","Leucobryaceae","Campylopus","CABI (2024)","Plants","HS1568"
"207",2222085,"Cancer pagurus Linnaeus, 1758","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cottier‐Cook et al. (2024)","Marine","HS1575"
"208",5361880,"Cannabis sativa L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Leuven et al. (2016)","Plants","HS1582"
"209",5178057,"Caprella mutica Schurin, 1935","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Cottier‐Cook et al. (2024); D'hondt & Adriaens (2022); Goldsmit et al. (2021); Lieurance et al. (2023); Verbrugge et al. (2015)","Marine","HS1589"
"210",2932944,"Capsicum annuum L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Capsicum","Mayer et al. (2017)","Plants","HS1594"
"211",2480989,"Caracara plancus (J.F.Miller, 1777)","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","Monaco et al. (2020)","Verts","HS1597"
"212",2943190,"Caragana arborescens Lam.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Caragana","BE IAS Sec. (2024); Carboneras et al. (2018)","Plants","HS1598"
"213",4286942,"Carassius auratus (Linnaeus, 1758)","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","Carassius","Carboneras et al. (2018); Gilles Jr et al. (2023); Guilder et al. (2022); Lucy et al. (2020)","Verts","HS1599"
"214",1411953,"Carausius morosus Brunner von Wattenwyl, 1907","Animalia","Arthropoda","Insecta","Phasmida","Lonchodidae","Carausius","Clarke & McGeoch (2023)","TER Inverts","HS1603"
"215",3114649,"Carduus crispus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carduus","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS1634"
"216",2722515,"Carex morrowii Boott","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Mayer et al. (2017)","Plants","HS1644"
"217",2722051,"Carex pendula Huds.","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Dawson et al. (2022)","Plants","HS1648"
"218",2726539,"Carex scoparia Schkuhr ex Willd.","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","van Riel et al. (2023); Weber et al. (2018)","Plants","HS1650"
"219",3105380,"Carlina vulgaris L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carlina","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS1665"
"220",3084842,"Carpobrotus edulis (L.) N.E.Br.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Carpobrotus","Adriaens et al. (2022); BE IAS Sec. (2024); Carboneras et al. (2018); Dawson et al. (2022); EPPO (2024c); Matthews et al. (2017); van Riel et al. (2023); Verbrugge et al. (2015)","Plants","HS1672"
"221",3138230,"Carthamus lanatus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carthamus","Steen et al. (2024)","Plants","HS1679"
"222",3138327,"Carthamus tinctorius L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carthamus","Leuven et al. (2016)","Plants","HS1681"
"223",4451126,"Cartodere nodifer (Westwood, 1839)","Animalia","Arthropoda","Insecta","Coleoptera","Latridiidae","Cartodere","Carboneras et al. (2018)","Inverts","HS1682"
"224",7308640,"Caryopteris incana (Thunb. ex Houtt.) Miq.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Caryopteris","Mayer et al. (2017)","Plants","HS1688"
"225",3172615,"Catalpa bignonioides Walter","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Catalpa","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1710"
"226",5284702,"Cedrus atlantica (Endl.) Manetti ex Carriere","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Cedrus","Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS1743"
"227",5284698,"Cedrus deodara (Lamb.) G.Don","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Cedrus","Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Weber et al. (2018)","Plants","HS1744"
"228",5290192,"Cenchrus longisetus M.C.Johnst.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Dawson et al. (2022)","Plants","HS1763"
"229",3129064,"Centaurea macrocephala Muss.Puschk. ex Willd.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","BE IAS Sec. (2024)","Plants","HS1774"
"230",3127727,"Centaurea stoebe L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Steen et al. (2024)","Plants","HS1775"
"231",2888740,"Centranthus ruber (L.) DC.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1779"
"232",2888797,"Cephalaria gigantea (Ledeb.) Bobrov","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Cephalaria","Mayer et al. (2017)","Plants","HS1784"
"233",2286583,"Cerastoderma edule (Linnaeus, 1758)","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma","Cottier‐Cook et al. (2024)","Marine","HS1796"
"234",2138356,"Ceratinella brevipes (Westring, 1851)","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Ceratinella","CABI (2024)","Inverts","HS1798"
"235",1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Ceratitis","Carboneras et al. (2018); Clarke & McGeoch (2023); Dawson et al. (2022); EPPO (2024a); Lucy et al. (2020)","TER Inverts","HS1799"
"236",3082279,"Ceratostigma plumbaginoides Bunge","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Ceratostigma","Adriaens et al. (2022); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1806"
"237",3000610,"Chaenomeles japonica (Thunb.) Lindl. ex Spach","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Chaenomeles","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1835"
"238",3000679,"Chaenomeles speciosa (Sweet) Nakai","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Chaenomeles","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS1836"
"239",5561475,"Chaenostoma cordatum Benth.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Chaenostoma","Mayer et al. (2017)","Plants","HS1837"
"240",5197910,"Chaetopterus variopedatus (Renier, 1804)","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus","Cottier‐Cook et al. (2024)","Marine","HS1846"
"241",2683866,"Chamaecyparis lawsoniana (A.Murray bis) Parl.","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Chamaecyparis","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS1857"
"242",5414932,"Chelone obliqua L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chelone","Mayer et al. (2017)","Plants","HS1933"
