"","key","scientificName","kingdom","phylum","class","order","family","genus","Source","Thematic_group","ID"
"602",5334239,"Lonicera sempervirens L.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Weber et al. (2018)","Plants","HS4904"
"603",5334242,"Lonicera tatarica L.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Adriaens et al. (2022); BE IAS Sec. (2024); Steen et al. (2024)","Plants","HS4906"
"604",6096602,"Lophocolea semiteres (Lehm.) Mitt.","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Lophocoleaceae","Lophocolea","Adriaens et al. (2022)","Plants","HS4911"
"605",5227966,"Lophura nycthemera (Linnaeus, 1758)","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lophura","Carboneras et al. (2018)","Verts","HS4917"
"606",5420991,"Ludwigia peploides (Kunth) P.H.Raven","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","EPPO (2024a)","Plants","HS4951"
"607",4410653,"Lumbricus castaneus (Savigny, 1826)","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus","CABI (2024)","Inverts","HS4966"
"608",5373324,"Lunaria annua L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Lunaria","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS4967"
"609",2964355,"Lupinus polyphyllus Lindl.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Dawson et al. (2022); EPPO (2024c); Kendig et al. (2022); Lieurance et al. (2023); Mayer et al. (2017); Steen et al. (2024)","Plants","HS4973"
"610",2700828,"Luzula campestris (L.) DC.","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Luzula","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS4977"
"611",5147681,"Lycia hirtaria (Clerck, 1759)","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lycia","Lieurance et al. (2023)","TER Inverts","HS4982"
"612",2928835,"Lycium barbarum L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017); Peyton et al. (2019); Steen et al. (2024)","Plants","HS4984"
"613",2928809,"Lycium chinense Mill.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Carboneras et al. (2018)","Plants","HS4985"
"614",1820406,"Lymantria dispar Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lymantria","Clarke & McGeoch (2023); Lucy et al. (2020); Mulema et al. (2022)","TER Inverts","HS4997"
"615",2869301,"Lysichiton camtschatcensis (L.) Schott","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Lysichiton","Mayer et al. (2017)","Plants","HS5003"
"616",3169331,"Lysimachia clethroides Duby","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","BE IAS Sec. (2024); Mayer et al. (2017); Weber et al. (2018)","Plants","HS5005"
"617",5334194,"Macleaya cordata (Willd.) R.Br.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Macleaya","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5026"
"618",1864652,"Macroglossum stellatarum Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Macroglossum","Lieurance et al. (2023)","TER Inverts","HS5038"
"619",2440196,"Macropus rufogriseus (Desmarest, 1817)","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","CABI (2024)","Verts","HS5050"
"620",2077747,"Macrosiphum euphorbiae (Thomas, 1878)","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Macrosiphum","Carboneras et al. (2018)","Inverts","HS5055"
"621",1732416,"Macrothylacia rubi (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Macrothylacia","Lieurance et al. (2023)","TER Inverts","HS5057"
"622",7820753,"Magallana gigas (Thunberg, 1793)","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Cottier‐Cook et al. (2024); Dawson et al. (2022); D'hondt & Adriaens (2022); Lieurance et al. (2023); O’Shaughnessy et al. (2023)","Marine","HS5065"
"623",3033865,"Mahonia aquifolium (Pursh) Nutt.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Mahonia","BE IAS Sec. (2024); Carboneras et al. (2018); Steen et al. (2024)","Plants","HS5080"
"624",3033888,"Mahonia bealei (Fortune) Carrière","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Mahonia","BE IAS Sec. (2024); Mayer et al. (2017); Weber et al. (2018)","Plants","HS5081"
"625",5101745,"Malacosoma neustria (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Lieurance et al. (2023)","TER Inverts","HS5086"
"626",5373124,"Malcolmia maritima (L.) W.T.Aiton","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Malcolmia","Mayer et al. (2017)","Plants","HS5091"
"627",3001362,"Malus baccata (L.) Borkh.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus","BE IAS Sec. (2024); Weber et al. (2018)","Plants","HS5096"
"628",7848132,"Malus toringo (Siebold) de Vriese","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5100"
"629",3152379,"Malva moschata L.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS5105"
"630",3152372,"Malva pusilla Sm.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Cano-Barbacil et al. (2023)","Plants","HS5106"
"631",3152374,"Malva sylvestris L.","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS5108"
"632",1788522,"Mamestra brassicae Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra","Lieurance et al. (2023)","TER Inverts","HS5110"
"633",2321010,"Marenzelleria neglecta Sikorski & Bick, 2004","Animalia","Annelida","Polychaeta",NA,"Spionidae","Marenzelleria","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Clarke et al. (2019); Monaco et al. (2020); Oficialdegui et al. (2023)","FW Inverts","HS5124"
"634",8740315,"Marionfyfea adventor Jones & Sluys, 2016","Animalia","Platyhelminthes",NA,"Tricladida","Geoplanidae","Marionfyfea","Thunnissen et al. (2022b)","TER Inverts","HS5129"
"635",3103791,"Matricaria discoidea DC.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS5151"
"636",5377378,"Matthiola incana (L.) W.T.Aiton","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Matthiola","Mayer et al. (2017)","Plants","HS5155"
"637",4553535,"Megabunus diadema (Fabricius, 1779)","Animalia","Arthropoda","Arachnida","Opiliones","Phalangiidae","Megabunus","CABI (2024)","Inverts","HS5183"
"638",1335648,"Megachile rotundata (Fabricius, 1787)","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile","Clarke & McGeoch (2023)","TER Inverts","HS5185"
"639",1371011,"Megastigmus spermotrophus Wachtl, 1893","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Megastigmus","Carboneras et al. (2018)","Inverts","HS5195"
"640",1536675,"Melangyna lasiophthalma (Zetterstedt, 1843)","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Melangyna","CABI (2024)","Inverts","HS5206"
"641",4362965,"Melanoides tuberculata (O.F.Müller, 1774)","Animalia","Mollusca","Gastropoda",NA,"Thiaridae","Melanoides","Guilder et al. (2022)","FW Inverts","HS5208"
"642",9606290,"Meleagris gallopavo Linnaeus, 1758","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Carboneras et al. (2018); Monaco et al. (2020)","Verts","HS5218"
"643",5914287,"Melia azedarach L.","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Adriaens et al. (2022); Bayón & Vilá (2019); Carboneras et al. (2018)","Plants","HS5219"
"644",2971033,"Melilotus infestus Guss.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Melilotus","Carboneras et al. (2018)","Plants","HS5224"
"645",5341501,"Melissa officinalis L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Melissa","BE IAS Sec. (2024)","Plants","HS5228"
"646",2215949,"Melita nitida S.I.Smith, 1873","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Cano-Barbacil et al. (2023); Tsiamis et al. (2019)","Marine","HS5229"
"647",1007770,"Membranipora membranacea (Linnaeus, 1767)","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Goldsmit et al. (2021)","Marine","HS5254"
"648",5189713,"Menetus dilatatus (A.Gould, 1841)","Animalia","Mollusca","Gastropoda",NA,"Planorbidae","Menetus","Thunnissen et al. (2022a)","FW Inverts","HS5255"
"649",5219380,"Mephitis mephitis (Schreber, 1776)","Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","Bertolino et al. (2020); Cano-Barbacil et al. (2023); Carboneras et al. (2018); D'hondt & Adriaens (2022); Lensink et al. (2015); Lucy et al. (2020); Matthews et al. (2017); Monaco et al. (2020); Peyton et al. (2019); Roy et al. (2023); van Riel et al. (2023); Verbrugge et al. (2015)","Verts","HS5267"
"650",5219721,"Meriones unguiculatus (Milne-Edwards, 1867)","Animalia","Chordata","Mammalia","Rodentia","Muridae","Meriones","Bertolino et al. (2020)","Verts","HS5271"
"651",3084837,"Mesembryanthemum nodiflorum L.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Mesembryanthemum","Carboneras et al. (2018)","Plants","HS5281"
"652",2220955,"Mesopodopsis slabberi (Van Beneden, 1861)","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Mesopodopsis","Cottier‐Cook et al. (2024)","Marine","HS5285"
"653",5284231,"Metasequoia glyptostroboides H.H.Hu & W.C.Cheng","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Metasequoia","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017); Weber et al. (2018)","Plants","HS5304"
"654",6070732,"Mimulus ringens L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","van Riel et al. (2023)","Plants","HS5367"
"655",3086240,"Mirabilis jalapa L.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Carboneras et al. (2018); Mayer et al. (2017); Steen et al. (2024)","Plants","HS5370"
"656",7738766,"Miscanthus sacchariflorus (Maxim.) Benth. & Hook.f. ex Franch.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Miscanthus","Leuven et al. (2016); Mayer et al. (2017)","Plants","HS5372"
"657",2706026,"Miscanthus sinensis Andersson","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Miscanthus","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); EPPO (2024b); EPPO (2024c); Leuven et al. (2016); Mayer et al. (2017)","Plants","HS5373"
"658",2501248,"Mnemiopsis leidyi A.Agassiz, 1865","Animalia","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Mnemiopsis","Carboneras et al. (2018); Clarke et al. (2019); D'hondt & Adriaens (2022); Goldsmit et al. (2021); Japan Government (20XX); Karachle et al. (2017); Lucy et al. (2020); Roy et al. (2023)","Marine","HS5381"
"659",2331498,"Molgula manhattensis (De Kay, 1843)","Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Cottier‐Cook et al. (2024); Goldsmit et al. (2021)","Marine","HS5387"
"660",3084611,"Mollugo verticillata L.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Molluginaceae","Mollugo","Carboneras et al. (2018); Weber et al. (2018)","Plants","HS5388"
"661",5341407,"Monarda didyma L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Mayer et al. (2017)","Plants","HS5393"
"662",1314773,"Monomorium pharaonis (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Carboneras et al. (2018); Clarke & McGeoch (2023); Thunnissen et al. (2021); Wong et al. (2023)","TER Inverts","HS5433"
"663",5361889,"Morus alba L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Morus","BE IAS Sec. (2024); Cano-Barbacil et al. (2023)","Plants","HS5460"
"664",5361888,"Morus nigra L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Morus","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023)","Plants","HS5461"
"665",2888859,"Muehlenbeckia complexa (A.Cunn.) Meisn.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Muehlenbeckia","BE IAS Sec. (2024); Mayer et al. (2017); Roy et al. (2023)","Plants","HS5467"
"666",2762737,"Musa basjoo Siebold & Zucc. ex Iinuma","Plantae","Tracheophyta","Liliopsida","Zingiberales","Musaceae","Musa","Bayón & Vilá (2019)","Plants","HS5484"
"667",2772094,"Muscari botryoides (L.) Mill.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Muscari","BE IAS Sec. (2024); Roy et al. (2023)","Plants","HS5486"
"668",2772082,"Muscari latifolium J.Kirk","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Muscari","Mayer et al. (2017)","Plants","HS5487"
"669",5218987,"Mustela nivalis Linnaeus, 1766","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Peyton et al. (2019)","Verts","HS5500"
"670",7791733,"Mya arenaria Linnaeus, 1758","Animalia","Mollusca","Bivalvia","Myida","Myidae","Mya","Carboneras et al. (2018); Goldsmit et al. (2021); Karachle et al. (2017)","Marine","HS5501"
"671",5341170,"Myosotis arvensis (L.) Hill","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS5520"
"672",5341184,"Myosotis scorpioides L.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS5522"
"673",1318874,"Myrmica rubra (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Clarke & McGeoch (2023); Wong et al. (2023)","TER Inverts","HS5553"
"674",1318887,"Myrmica scabrinodis Nylander, 1846","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Wong et al. (2023)","TER Inverts","HS5554"
"675",5871110,"Myrmica specioides Bondroit, 1918","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Wong et al. (2023)","TER Inverts","HS5555"
"676",3034681,"Myrrhis odorata (L.) Scop.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Myrrhis","BE IAS Sec. (2024)","Plants","HS5558"
"677",5772169,"Mythimna unipuncta (Haworth, 1809)","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS5565"
"678",2287076,"Mytilopsis leucophaeata (Conrad, 1831)","Animalia","Mollusca","Bivalvia","Myida","Dreissenidae","Mytilopsis","Carboneras et al. (2018); D'hondt & Adriaens (2022); Lucy et al. (2020); Monaco et al. (2020); Thunnissen et al. (2022a)","FW Inverts; Marine","HS5569"
"679",8288896,"Mytilus edulis Linnaeus, 1758","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Dawson et al. (2022); O’Shaughnessy et al. (2023)","Marine","HS5573"
"680",5749361,"Myzia oblongoguttata (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Myzia","CABI (2024)","Inverts","HS5577"
"681",2076239,"Myzus ascalonicus Doncaster, 1946","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus","Carboneras et al. (2018); Clarke & McGeoch (2023)","TER Inverts","HS5578"
"682",2076214,"Myzus cerasi (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus","Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS5579"
"683",2858963,"Narcissus tazetta L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Narcissus","Weber et al. (2018)","Plants","HS5603"
"684",5289833,"Nassella tenuissima (Trin.) Barkworth","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Nassella","Bayón & Vilá (2019); Dawson et al. (2022)","Plants","HS5607"
"685",9736038,"Necora puber (Linnaeus, 1767)","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora","Swart & Robinson (2019)","Marine","HS5624"
"686",1249702,"Nematus ribesii (Scopoli, 1763)","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Nematus","Clarke & McGeoch (2023)","TER Inverts","HS5634"
"687",2928034,"Nemophila maculata Benth. ex Lindl.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","Nemophila","Mayer et al. (2017)","Plants","HS5639"
"688",5341499,"Nepeta cataria L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","BE IAS Sec. (2024)","Plants","HS5674"
"689",5341754,"Nicandra physalodes (L.) Gaertn.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicandra","Carboneras et al. (2018)","Plants","HS5690"
"690",2928761,"Nicotiana alata Link & Otto","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Mayer et al. (2017)","Plants","HS5692"
"691",2928783,"Nicotiana glauca Graham","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Carboneras et al. (2018)","Plants","HS5693"
"692",2928775,"Nicotiana rustica L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Carboneras et al. (2018)","Plants","HS5696"
"693",2928767,"Nicotiana sylvestris Speg.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Mayer et al. (2017)","Plants","HS5698"
"694",5371702,"Nigella damascena L.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Nigella","Mayer et al. (2017)","Plants","HS5700"
"695",5371700,"Nigella sativa L.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Nigella","Mayer et al. (2017)","Plants","HS5701"
"696",2637904,"Nitella translucens (Pers.) C.Agardh","Plantae","Charophyta","Charophyceae","Charales","Characeae","Nitella","Wyman-Grothem et al. (2024)","Plants","HS5727"
"697",1789695,"Noctua pronuba Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Cano-Barbacil et al. (2023); Lieurance et al. (2023); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS5733"
"698",2473341,"Numida meleagris (Linnaeus, 1758)","Animalia","Chordata","Aves","Galliformes","Numididae","Numida","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS5765"
"699",2479977,"Nymphicus hollandicus (Kerr, 1792)","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nymphicus","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS5794"
"700",4486365,"Nysius huttoni White, 1878","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Nysius","EPPO (2024b)","Inverts","HS5799"
"701",5185976,"Obelia dichotoma (Linnaeus, 1758)","Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","CABI (2024)","Inverts","HS5803"
"702",1595831,"Obolodiplosis robiniae (Haldeman, 1847)","Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Obolodiplosis","Carboneras et al. (2018); Clarke & McGeoch (2023)","TER Inverts","HS5808"
"703",2927096,"Ocimum basilicum L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Ocimum","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5819"
"704",2307766,"Octolasion cyaneum (Savigny, 1826)","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Octolasion","CABI (2024)","Inverts","HS5825"
"705",4410647,"Octolasion lacteum (Örley, 1881)","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Octolasion","CABI (2024)","Inverts","HS5826"
"706",8971475,"Odontites vernus (Bellardi) Dumort.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Odontites","CABI (2024)","Plants","HS5833"
"707",3188924,"Oenothera biennis L.","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Bayón & Vilá (2019); Carboneras et al. (2018); Mayer et al. (2017); Steen et al. (2024)","Plants","HS5849"
"708",3188894,"Oenothera glazioviana Micheli","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Carboneras et al. (2018); Steen et al. (2024)","Plants","HS5852"
"709",3664589,"Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","van Riel et al. (2023)","Plants","HS5854"
"710",8994150,"Oenothera parviflora L.","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Lensink et al. (2015); Mayer et al. (2017)","Plants","HS5858"
"711",3188859,"Oenothera speciosa Nutt.","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","BE IAS Sec. (2024)","Plants","HS5861"
"712",7915783,"Oenothera ×fallax Renner","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Monaco et al. (2020); Pergl et al. (2016)","Plants","HS5864"
"713",5415040,"Olea europaea L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5873"
"714",2926048,"Omphalodes verna Moench","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Omphalodes","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5893"
"715",1091181,"Onthophagus vacca (Linnaeus, 1767)","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Onthophagus","Clarke & McGeoch (2023)","TER Inverts","HS5910"
"716",1972449,"Operophtera brumata (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Operophtera","Clarke & McGeoch (2023)","TER Inverts","HS5912"
"717",2037925,"Orientus ishidae (Matsumura, 1902)","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Orientus","Cano-Barbacil et al. (2023)","TER Inverts","HS5972"
"718",2926612,"Origanum vulgare L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Origanum","BE IAS Sec. (2024)","Plants","HS5975"
"719",2772958,"Ornithogalum narbonense L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Ornithogalum","Weber et al. (2018)","Plants","HS5979"
"720",2703459,"Oryza sativa L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Oryza","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS5995"
"721",3172276,"Osmanthus heterophyllus (G.Don) P.S.Green","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Osmanthus","Bayón & Vilá (2019); BE IAS Sec. (2024)","Plants","HS6002"
"722",8223165,"Ostrinia nubilalis Hübner, 1796","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ostrinia","Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS6012"
"723",1195043,"Otiorhynchus ovatus (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Otiorhynchus","Clarke & McGeoch (2023)","TER Inverts","HS6015"
"724",1194930,"Otiorhynchus porcatus (Herbst, 1795)","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Otiorhynchus","CABI (2024)","Inverts","HS6016"
"725",1195129,"Otiorhynchus sulcatus (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Otiorhynchus","Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS6017"
"726",1048319,"Oulema melanopus (Linnaeus, 1761)","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema","Lieurance et al. (2023)","TER Inverts","HS6021"
"727",2891664,"Oxalis articulata Savigny","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Carboneras et al. (2018)","Plants","HS6024"
"728",2891707,"Oxalis debilis Kunth","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Peyton et al. (2019)","Plants","HS6026"
"729",2891677,"Oxalis dillenii Jacq.","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Mayer et al. (2017)","Plants","HS6028"
"730",2891755,"Oxalis latifolia Kunth","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Carboneras et al. (2018)","Plants","HS6029"
"731",2891661,"Oxalis pes-caprae L.","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Adriaens et al. (2022); Carboneras et al. (2018); EPPO (2024c)","Plants","HS6030"
"732",1017419,"Oxidus gracilis (C.L.Koch, 1847)","Animalia","Arthropoda","Diplopoda","Polydesmida","Paradoxosomatidae","Oxidus","Carboneras et al. (2018)","Inverts","HS6033"
"733",5232469,"Oxyura vittata (Philippi, 1860)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","D'hondt & Adriaens (2022); Monaco et al. (2020)","Verts","HS6042"
"734",2984676,"Pachysandra terminalis Siebold & Zucc.","Plantae","Tracheophyta","Magnoliopsida","Buxales","Buxaceae","Pachysandra","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS6058"
"735",3083486,"Paeonia lactiflora Pall.","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Mayer et al. (2017)","Plants","HS6064"
"736",2225020,"Palaemon adspersus Rathke, 1837","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Cottier‐Cook et al. (2024)","Marine","HS6069"
"737",2224970,"Palaemon macrodactylus M.J.Rathbun, 1902","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Carboneras et al. (2018); Clarke et al. (2019); D'hondt & Adriaens (2022); Lieurance et al. (2023); Lucy et al. (2020)","Marine","HS6072"
"738",2075500,"Panaphis juglandis (Goeze, 1778)","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Panaphis","Carboneras et al. (2018); Clarke & McGeoch (2023)","TER Inverts","HS6082"
"739",2705162,"Panicum capillare L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Carboneras et al. (2018)","Plants","HS6091"
"740",2705144,"Panicum dichotomiflorum Michx.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Carboneras et al. (2018)","Plants","HS6092"
